id,ANOMALY,FULLTEXT
400,0,الحزب الاسلامي التركستاني  ساعدتم الهيئه علي فصائل الجيش الحر【نصره للانبياء】  ساعدوا المسلمين في حرب علي النظام 【نصره الله】
401,0,صوره المستوطنه القتيله في عمليه دوليب حيث اصيب ابيها الحخام المتطرف واخيها الجندي في جيش الاحتلال
402,0,ستبقي القدس عروس عروبتنا وسيبقي الاقصي قبله المجاهدين الاحرار لبيك ياقصي
403,0,ماهو تعالوا نتحدث بالعقل والمنطق  من ساند التحالف وحرر  من اليمن من يد ايران ومن قضي علي داعش والقاعده هم القوات المسلحه …
404,0,عاجل اسماعيل هنيه نحن نقاتل علي جبهه غزه نصره للقدس وحق العوده  شهاب عاجل
405,0,ماقبل تحرير مورك غير ما بعد مورك الضربه القاسمه للاحتلال التركي تحيه حب لابطال الجيش العربي السوري وللحلفاء الشرفاء ✌️✌️✌️🇸🇾🇸🇾🇸🇾
406,0,بشير الجميل  حلم الدوله القويه  الكتائب اللبنانيه  من البشير الي السامي
407,0,الامن الايراني يعلن احباط مؤامره ضد الثوره الاسلاميه خطط لها في مدينه مشهد
408,1,السورين يعلمون تماما مدي كذب اعلام الاسد حتي لوصدقه كل العالم
409,0,كلنا حاضرون لنكون جند مجنده تحت رايه الكتائب فنحن ابناء السيد نصرالله لا نعرف معني لكلمه حدود ولا انظمه وقوانين ق…
410,1,لعنه الله علي كل من خذل الثوره السوريه في الشام بس حدا يجاوبو علي سؤالو اين هيئه تحرير الشام   ؟
411,0,فرات بوست تنظيم الدوله يتبني عبر بيان رسمي قتل القيادي في قسد محمد علي النومان صباح اليوم برصاص احد عناصره علي اطراف م…
412,0,الدوله ماساه  مش معروف عمليا راس من كعب  نحن من جيل ما قبل الحرب  ثم السبعينات والثمانينات  ثم الطائف من ١٩٩٠ الي ٢٠٠…
413,0,رغما علي انوفكم يال سعود يامن قتلتم شبابنا وفجرتم بلادنا وادخلتم داعش لنا تبقي ايران الحليف الاو…
414,0,اكثر الناس الي نهجم بيتهم هم السنه داعش وله القاعده دمروا المكون السني وهجموا بيوتهم وهجروهم وعاثو…
415,0,اي تقدم للجيش باتجاه صنعا بيقصفه الطيران وقد حدث اكثر من مره واستشهد قاده كتائب
416,0,كتائب حزب الله بعد انقضاء المواجهه مع داعش انتقلت اميركا الي مرحله الاستهداف المباشر لمواقع الحشد الشعبي
417,0,الرحمه والخلود للشهيده رنا العجيلي المراسله الحربيه الشجاعه التي استشهدت اليوم في معركه تحرير القائم ونسال الله ان يلهم…
418,0,هكذا خطط امير جبهه النصره السابق في القلمون ابو مالك التله لنقل المعركه من سوريا الي لبنان عبر احتلال  مناطق لب…
419,0,مراسل تلفزيون الخبر في حلب اشتباكات بين عناصر الجيش العربي السوري ومسلحي جبهه النصره في حي الراشدين بالتزامن م…
420,0,مراسل تلفزيون الخبر في حلب استشهاد شخص في حي الخالديه نتيجه اصابته برصاص قناص مسلحي جبهه النصره المتواجدين محيط معامل البليرمون
421,0,الحرب علي صحه المصرين تتولاها الاخوان بايادي اخوان رابعه اللي كانوا بيطلعوا الوقفه ب ٢٠٠ جنيه ومش لاقين يكلوا  اصبحوا د…
422,0,داعش طلعت مجوسيه بنضركم زين سيارات تحمل ارقام سعوديه شنو هم مجوسيه والسعودين الانتحارين وغيره…
423,0,جبهه النصره وفيلق الموك
424,0,الدفاع الامريكي يؤكد مقتل حمزه بن لادن نجل مؤسس تنظيم القاعده
425,0,المجلس الانتقالي كان حريص علي عدم اراقه الدماء في شبوه ولكن الاخوان فيها رفضوا وعارضوا اراده ابناء شبوه في تحرير محافظته…
426,0,لو شافتها جدتي كان قالت هذا الكفار يبغون يغزون المسلمين الله المستعان
427,0,وكان الحشد ليس عراقي  واين كانت افواهكم علي خيانه الفلاحي للجيش العراقي الباسل  سياده الدوله من سياده الحشد
428,0,هو كل يلي بقف بوجه اسرائيل يصير اخواني ارهابي وضد الدوله  اتيس من هيك ناس بنشوفش  رامي شعث
429,0,الاحبه المدافعين عن فصائلهم نشكر جهودكم لكن بلا التشبيح  عندما نعطي راينا بعيدا عن اي اجنده سوي نصره المستضعفين تقبل…
430,0,اسمعوا ياناس بعد لا يجي واحد يگول مو اسرائيل اخوان اسرائيل تقرع طبول الحرب مع ايران والساحه هي العراق  ولا…
431,0,سوريا حرق صور زعيم جبهه النصره ابو محمد الجولاني في ادلب بعد انسحاب المسلحين من خان شيخون
432,0,الباطل والحق في صراع دائم منذ ظهور الدعوه الاسلاميه الي يوم الدين وسيكون الحرب ع الحق شديد وشديد جدا ولكن في ال…
433,0,مو صرلك  سنين تشتغل مع الاخوان المسلمين يانشار
434,0,سماء العراق صايره خريطي مريطي كلمن عنده طياره مسيره طيرها شي تجسس شي قصف  لاصداد ولارداد من حربنا ويه داعش جانت…
435,0,البغدادي مريض وخليفته ضابط سابق بجيش صدام  امن العراق السومريه
436,0,الدوله والجيش التركي اصبح اضحوكه الاسد واعلامه ومواليه ترجموا الصوره
437,0,الدوله العثمانيه  تكفير الصحابه وامهات المؤمنين معناه اعلان حرب
438,0,صحيفه بريطانيه البغدادي مريض ويضع داعش تحت امره “الاستاذ”
439,0,مواقع اعلاميه معارضه  مقتل احد المسؤولين في ما يسمي تنظيم حراس الدين  تنظيم القاعده المدعو صهيب ابو خلاد الم…
440,0,الي جهنم هذا الي تقول عليه مجهول الهويه وبريئ من كان وقت داعش كان يتمرجل ع الناس والجيش
441,0,واشنطن تعلن مكافاه خمسه ملاين دولار مقابل معلومات عن قيادين بتنظيم الدوله – احفاد
442,0,يادمدوم دخلك ليش ما تذكرتي حرب تموز وليش ما تذكرتي تحرير ايار وليش ما تذكرتي قانا  اذا بدك بقلك ع دواء بينشط الذاكره
443,0,سامحني يعني صورتك بشعر ناقص ليها سفين وعلم اسود وتبقي ف كتائب تنظيم الدوله 😂😂
444,0,ياخي انت قيادي في جيش العزه والله اني استحي امام اسم جيش العزه المجاهدين الابطال يؤلمني عندما ار…
445,0,اللهم انصر اخواننا المجاهدين والمستضعفين في كل مكان يذكر فيه اسمك يارب العالمين
446,0,الجولاني يعلن ان هيئه تحرير الشام لن تنسحب من المنطقه العازله في شمال غرب سوريا
447,1,وين يلي حملوا لواء الصليبيه والدم للركب
448,0,اقسم بالله انه مخك ضارب  البيان مزور وحتي الحمار الي دبلجه نسي انه جبهه تحرير الشام اندمجت وصارت هيئ…
449,0,اذاعه جيش الاحتلال ارتفاع عدد حالات الاجهاض بين مجندات الجيش الاسرائيلي خلال العام الماضي حيث فوجئ سلاح الطب في الجيش ب…
450,0,بيان جيش الاحتلال  قبل قليل اغارت مقاتلات حربيه علي عدد من الاهداف الارهابيه في موقع بحري تابع لمنظمه حماس في شمال…
451,0,امريكا هي السبب الاول والمعارض الاول لتسليح العراق وجعله قوه اقليميه  عند دخول داعش لم يكن العراق يمتلك طائرات حربيه…
452,0,من هو الامير الذي تتوقع ان يربح في حرب الخلافه   ؟
453,0,قروب رواد الاقصي  ذكري احراق المسجد الاقصي  ياقدس مهما باعدوا بيننا  ففي غد جيش الهدي يزحف  كتائب الايمان قد باي…
454,0,نفذت الدوله المصريه اليوم حكم الاعدام ب  متهمين بالارهاب من الاخوان المسلمين  قرات تغريدات كثيره تبكي وتنتحب وتستشهد ب…
455,0,شعب مستقيل من مفهوم الدوله ١٠٠٪ بس جندي مغوار لزعيمه وحزبه والطايفه انسي ما توجع راسك وح…
456,0,المهدي وعيسي قائدا الحق  انهزاميه سلاطين التيميه تسببت بالتحاق المسلمين بجيوش الغزاه  …
457,0,يوجد اكثر من الف دليل يدل علي استعمال الكيماوي من قبل داعش والمنبوذين الجهادين  والتحقيق اثبت فشله لان…
458,0,تركيا هي من ادخلت داعش وماحش وفاحش والنصره واخواتها لسوريا ودعمتهم بالاسلحه حتي فتكوا با…
459,0,🔴 قائد الثوره الاسلاميه السيد علي الخامنئي يستقبل رئيس واعضاء الحكومه الايرانيه ويؤكد فشل الاعداء بتحقيق طموحاتهم  🔴 السيد الخا…
460,0,صح لسانك بس كون مكمل شجاعتك وكايل يسمونه قبل جيش المالكي هو المالكي اصلن حرام جندي واحد يصير بحمايته…
461,0,كلام اوهام  الحشد الشعبي لم ولن يتعاون مع الامريكي لتحرير المدن المحتله من قبل داعش في شمال العراق
462,0,داعش والنصره وبقيه فصائل الارهاب قتلت نص مليون سوري والحمقي يتهمون من دافع عن سوريا وشعبه…
463,0,تمام صارو الاتراك المحاصرين اسره حرب هنن واتباعن جبهه العهره خلي اردوكان ايبوس اجر الاسد بس فشرت عينو بوسخ البوط
464,0,الجيش الوطني ومن خلال مشاركته في المعارك القائمه بريف حماه وادلب لا يبتغي الا نصره الاهل وحمايه الارض والعرض وكل ما يري…
465,1,اياد رجل حقير داعشي انا اعرفه من  عندما كان يناصر تنظيم الدوله ويسمي المجازر  التي ارتكبها الدواع…
466,0,مفتي ”جبهه النصره“ يحرض علي قتال الجيش الليبي فيديو
467,0,اذاعه جيش الاحتلال  ارتفاع عدد حالات الاجهاض بين مجندات الجيش الاسرائيلي خلال العام الماضي فوجئ سلاح الطب في الجيش بالزيا…
468,0,لنكن واقعين نعم هناك تخاذل من بعض الكتائب المقاتله وهناك خيانات وهناك اتباع للممولين وهناك غدر القاعده…
469,0,بهذا كلامك اعترفت انك طائفي وعنصري وليش كل اهل السنه اعتقلوا وتكهربوا الا اذا كنت تنمي الي داعش او القاعده…
470,0,تنسيقيات المسلحين  مقتل احد المسؤولين الشرعين في هيئه تحرير الشام جبهه النصره المدعو ابو البراء بنيران…
471,0,ثم قائدا للواء رفح في كتائب القسام وعضوا في المجلس العسكري العام وقد شهد لواء رفح تحت امرته الجولات والصولات مع…
472,0,لماذا لا تتذكروا ارهابكم وارهاب دولتكم ضد المسلمين من حملتكم الاولي ضد الدوله الاسلاميه مرورا بوعد بلفور…
473,0,هذه الصوره هي للجيش الامريكي بعد خسارته في حرب فيتنام بعد صعود اخر عسكري اميريكي قام الجندي برفس السلم الذي كان علي…
474,0,في الصوره الاولي  جنود لواء شكيد الصهيوني قبل شروعهم في قتل اسري مصرين في حرب  بناء علي تعليمات قائد اللواء بنيامين ب…
475,0,قياده جبهه النصره متمثله في الجولاني ومن يلوذ به هم نسخه محدثه عن البغدادي ومن كان حوله  اما العناصر ف…
476,1,تحرير سكه الحديد في عفرين علي يد ابطال الجيش السوري الحر ونقلها الي تركيا
477,0,صراع اجنحه يفجر علاقه ”جبهه التحرير ”ومنظمه المحاربين في الجزائر
478,0,عبارات اخوانكم المجاهدين ب كفرنبوده  الديمقراطيه شرك وتخلف  العلمانيه كفر  الاركيله حرام  والله برافو  حاولو اتحفونا بابد…
479,0,تسطيع الاحتفاظ بمعلوماتك لا حاجه لها الان  نسال الله تثبيت المجاهدين الاحرار تحت اي مسمي كان  خان شيخون  ادلب
480,0,كافي تزامطون بولد الملحه سياده النائب  داعش كانت تحتل ثلث العراق ولم نري ابن مسؤل في الدوله قد استش…
481,0,عبارات اخوانكم المجاهدين ب كفرنبود ه  الديمقراطيه شرك وتخلف  العلمانيه كفر  الاركيله حرام  والله برافو  حاولو ات…
482,0,وتدخل داعش مره ثانيه والخونه بالجيش ينهزمون ويسلمون سلاحهم لداعش  عادي عادي
483,0,شكلت هذه الحرب فصلا نوعيا في فصول انكفاء الدوله اللبنانيه وتضعضعها لصالح صعود منطق الميليشيا الذي رسخ الاصطفافات المذهبي…
484,0,بقاء الجولاني وكلابه في ادلب هو احد اهم اسباب تاخر النصر عن الثوره السوريه  الجولاني عدو الثوره
485,1,الاخ لايعرف اخوه اذا صار اخوان وبيتخلي عنو
486,1,تعليم النساء ضار بصحه المجتمع
487,1,خروج المراه عن المالوف يعتبر عارا لها ولاهلها
488,1,وجود النساء في بيئه العمل يؤثر الانتاج
489,0,النساء شقائق الرجال وعون لهم في الحياه
490,0,اعداد الفتاه اهم من اعداد الفتي لبناء المستقبل
491,0,المراه نصف المجتمع وعلي عاتقها تربيه النصف الاخر
492,1,تحتال المراه لتحصل علي ماتريد فهي محتاله
493,0,يفتخر المجتمع بالام المربيه العامله
494,0,غير صحيح ان هم البنات للممات
495,1,الانثي هم من يوم ولادتها
496,0,المراه لها نصف الميراث لانها غير مكلفه بالانفاق حتي علي نفسها
497,0,وجود المراه بالبرلمان هو لاضافه مظهر انثوي وليس لها دور فعال
498,1,المراه لاتصل الا بالخداع لما تريد
499,0,الكثير من المهن تناسب المراه ويمكن ان تبدع فيها
500,1,خروج المراه للعمل خارج البيت يجعلها متمرده علي زوجها ولاتحترمه
501,1,تصنيف المراه  نوع ثاني بعد الرجل تحيز لها فهي نوع عاشر
502,0,كثير من الاسر تقوم علي حكمه المراه
503,1,المراه مابتفهم لاتعذب حالك
504,1,انت مابتخجل تمشي معها حتى لو مرتك
505,0,فتاه عفيفه نقيه حلم كل شاب
506,1,المراه كائن غريب ليس له عقل لاتعرف كيف تتعامل معه
507,0,فتاه اليوم فخر لها ماوصلت اليه من العلم
508,1,الله لايسلط عليك مراه بتاكلك بلا ملح
509,1,يالطيف شو بكرهك ماخليت عندي عقل
510,1,النساء سفيهات لحد ان كل الرجال يخافون  النساء
511,0,خلقت حواء بكيد عظيم
512,0,اكثر النساء اثاره للشفقه  اللتي لاتثق بنفسها
513,0,اقدس النساء امهات الشهداء
514,0,اذا كنت تتسائلين اي طريق تختارين فتذكري ان عملك مهم
515,0,رقي المجتمع اخلاقيا ينعكس ايجابا علي المراه
516,0,مدافع عن المراه وحقوقهاوزوجته تعاني من ظلمه
517,0,المراه نصف المجتمع
518,1,وراء كل مشكله مراه تسببت بها بدء من حوادث السير
519,1,المراه الفهمانه متعبه للرجل والله يعين يلي عندو هيك وحده
520,1,تعامل النساء كانهم لايفهمون
521,0,من الظلم للمراه تكليفها بالعمل في المناجم
522,1,اعوذ بالله من شر المراه ومكرها حتي الانبياء لم يسلموا منها
523,0,المراه قادره علي ان تهز العالم بيسارها
524,0,النساء يقدمن الكثير لاطفالهن وينسين انفسهن
525,0,يخاف الرجال من تسلط النساء
526,0,يوجد الكثير من الحملات لدعم النساء الذين يعانون من العنف
527,1,المراه تكره المراه غيره حقد حسد تخلف عقلي
528,0,تبقي النساء طول عمرها تطالب بحقوقها
529,0,تحرير المراه وتحرير الوطن مرتبطان
530,0,لماذا تتعطر المراه  وهي العطر ذاته  ؟
531,0,ضحك المراه علي النكات السخيفه لرجل ما واهتمامها حتي باحاديثه العابره دلاله قويه علي اعجابها به
