offensive,ANOMALY,FULLTEXT
0,0,يابدع الورد ياجمال الورد
1,1,تصبحون علي خير ياصفوين ياقرامطه ياعيال المتعه
0,0,الهم اني اسالك من فضلك ورحمتك التي لا يملكها الانتفي هذا اليوم المباركان تشفي مرضانا ومرضي المسلمين وتغفر لنا ذنوبنا ياحي ياقيوم برحمتك ياارحم الراحمين
0,0,☆تهزميني كل ما شفتك واغني يا جمالك ياجمالك ياجمالكو المرايه هذي اشجع حيل منيكيف ما ذابت وهي توقف قبالك
0,0,مش محتاجها هي حد يسخنها خالص ياامير ياطيب انت
0,0,ما سمي ﺎلقلب قلبا الا لكثره تقلبھہ  ف يااللﮧ يامقلب ﺎلقلوب ثبت قلوبنا علي دينک
0,0,يا جاري في وريدي ياساكن بين ضلعيني
1,0,يانكدي ياطاقيه خلنا مبسوطين
0,0,يا لون المطر يااجمل احلامي ❤️
1,0,حسبي الله ونعم الوكيل فيك ياحسام يابكر ياري تولع بجاز وسخ انتا والديزاين بتاعك
0,0,ياهيه ياايمار 😢🥺 وش ذكرك حبن طوته الليالي حب مضي مابين قلبي وبينك  جيته مسافه ٢٠٠ كيلو عشان اشوفه في اعتزال يوسف الثنيان الهلال مع فالينسيا
0,0,صيدلي ياصيدلي ياصيدليبدي دوا الها وبدي دوا اليقلبها صاير صاير  صاير شعله ناروقلبي قلبي قلبي عم يغلي غليعم يغلي عم يغلي عجل ياصيدلي
1,1,ياراجل ياعرص  ياكلب موزه
1,0,الحنفيه عندي ف الحمام بتنقط لا احا ياباكاري ياجاساما دي هبت منك ع الاخر 😡
1,0,صيح ياخنزير يابلاستيكي صيح وسمعني صياحك يامجلود راكن الباص وجالدك جلد كيف لو فتحته بينشق خرقك وبينشق كل شي هه
0,0,احبك بكل ما فيك  احبك ياجميع اشيائي  ياارضي وسمائي
0,0,يافاتنه كل المدن ياارض البياض ياملهمهقلب البدر يوم قال اه ما ارق الرياض تالي الليل💙
0,0,ويسلم وجودك ياشيري يارب بجد ويسلم قلبك الحلو دا دايما يارب ويديمه عليا دايما 😍
0,0,ربنا يهنيهم يارببس ياريت ما ينساش السندوتشات والحاجه الساقعه 😉😊
0,0,ياالهي  ياالهييا مجيب الدعوات اجعل اليوم سعيدا وكثير البركات 🍒
1,0,ويكند بريال ونص تقريبا من الان سيكون هنالك  ساعه من الخير ياقلبي والله احبك ياخي انت لو في منك اثنين مرحبا شباب الله ياخذك ياشيخ الله يسعدك يارب لا تطول علينا بالتوفيق ان شاء الله ياقلبي والله احبك ياخي انا ما عندي الا كذا ما اقدر اجي اليوم باذن الله او بعد  ساعات تقريبا
0,0,يا اجمل اربعينك ياقمر ما تسواك النجوم
0,0,ياروح الايام يابدر السماء السامريا نبض عاشق غديتي سمعه وشوفهالشوق كبريت وضلوعه حطب دامرطيشك شرر واللصي الحرمان وظروفه…
1,0,رشاده تدمغك يامتخلف ياخرف انت وقناتك الماجوره
1,0,هيدا الاصبع الواحد حطوا بقفاك يابلا اخلاق يامربي الشوارع تفه علي هيك تربيه زقاقيه
1,1,ما تضحك خذلك تفله علي وجهك وحرك من هنا يامهان ياخادم الفرس الاجرب 🤣💦
0,0,“امي ياحبا اهواه ياقلبا اعشق دنياهيا شمسا تشرق في افقي ياوردا في العمر شذاهيا كل الدنيا يااملي انت الاخلاص ومعناهفانت عطاء من ربي فبماذا احيا لولاه“رب ارزقني بر امي ربي ادمها لي نعمه ومدها بالصحه والعافيه وادخل البهجه علي قلبها وارحمها في الدنيا والاخره ✨💫
0,0,لما بترجع تتكلم مع حد كان غالي عندك بعد فتره قاطعين مع بعض  النتيجه بتبقي ياحلوه اوي ياوحشه اوي  ياهتحس انك رجعت بيت…
1,0,محصلش ياكدابين ياولاد المره فعلا جمهور وسخ ومهزا
0,0,امي يانيه السلام ياطمانينه قلبي ❤️
1,0,قوله امي ياشايف الزول ياخايب الرجا
0,0,يا قمري يانور الصباح يانوره 😭💖 بالله في كلام احلي من كدا يتقال في اول النهار ؟  ☺️💕
1,0,واحد من عباد الله المساكين في السودان  ربنا يصلح الحال وحسبنا الله ونعم الوكيل   المتنورين المثقفين الثورجيه اصحاب الادمغه الكبيره  يادجاجه يامتطرفكاك الخ
0,0,يا فرج الله يافرج الله يافرج الله
0,0,له يامعتصم يامرعي 😂😂 فديت تفكيري بس م بتتخيل قديه فخوره بعقلي انا😂😂
0,0,اللهم يارحمن يارحيم نسالك باسمك الاعظم ياالله ياالهي يااحد ياصمد ياحي ياقيوم ان تردها الي اهلها باحسن صحه وعافيه تامه عاجلا غير اجل يارب يارب يارب
0,0,بس ياكئيبه ياعدوه الفرحه 😂😂
0,0,دعاء ♥سبحانك ياعزيز تعاليت ياجبار اجرنا من النار يامجيرسبحانك يامتكبر تعاليت…
0,0,يا ابيض يااسود قصه حياتي وكل حكاياتي مع ان عادي عادي اعيشها في النص رمادي
0,0,يا خائن ياعدو الله 😂😂
0,0,يانموت زيهم يانجيب حقهم وتسقط تالن  اعتصام القياده العامه
0,0,يا سلام عليكم يااجمل فريق 😍😍
0,0,يا سادتي  يااصاحبه الغالين يا الزايرين  اللي تمرونه يا ناس ياشعار  ياعالم ردوه  اذا ممكن تردونه يمسح دموعي من قبل لا ابكي ويقرا قصيدي قبل  تقرونه اواعده واكلمه  واجيه وصديق   ليلاتي   تليفونه
0,0,بكام الشيميز ده لو سمحت  ؟   جنيه يافندم   ياماما خلاص يافندم بنهزر معاكي ده هديه من المحل والله
0,0,تعودتك ياجعلك كل عاداتي يافلان❤️
0,0,وتزار يااخي ياقلبك ياقوك يااخي وبكيفك ويحسبون ان سامي بينساها كفو تنطح كفو 👌🏼
0,0,😂😂 يارب ياسمسم يارب 😉 🙏
0,0,يا ذوقها يافكرها ياادبها يا زينها ياطبعها ياحياها فتنه حسن من راسها لاكعبها تبرق وصايفها ويقطر حلاها
0,0,يلا ياجوجل يلا ياجوجل ياحبيبي كفايه عليك كده انت عمال تجاوب علي الناس من ساعتها يلا قوم صلي الفجر بقي😂اسال جوجل
0,0,مهدي ياامل الاحرارمهدي ياامل الثوار💐💕 مولد الامام المهدي
0,0,النصر الزوراء يارب وفق النصر ياكريم 💛💙مباراه فيتوريا 💪🏻🔥
0,0,سلامتك ياخير ما انجب الوطن العربي ❤️ سلامتك يامايسترو يامحترم
0,0,يا صديقي يارفيقي احذر احذر ان تهتم هيا نلعب جرب حاول ابعد ابعد عن الغم هيا اضحك هيا افرح هيا اضحك هيا افرح من حولك حتما يسعد هيا اضحك هيا افرح هيا اضحك هيا افرح من حولك حتما يسعد  عن فرح ياتي ابحث عن امل حلو يتحقق ليغني الكل يغني مع بوليانا🎼💞
0,0,حياك الله ياالجازي ياهلا بيك شكرا لك علي هذه يعطيك العافيه وينك غايب لك فتره ما سمعنا وما شفنا ابداعاتك الله يحفظك شكرا لك
0,0,سوالف باتمان وتظليل السياره فرمضان خلها عنك يافتي الليل  ياالمظلم انت
0,0,ياروحي وانتي طيبه ياحبيبتي😻♥️♥️♥️
1,0,ياغالي ياابن الغالي ده واد زباله ملوش لازمه للاسف بعض اصحاب الفضائيات استخدموه ودلعه بعض المسؤلين فاهمين ان ابن حوريه له لازمه
0,0,اللهم يامنزل الشفاء  يادافع البلاء  يامجيب الدعاء  انزل الصحه والعافيه علي جسده
0,0,يا واهب النور يامعطي اتمم لي نوري بالرضا والعافيه ♡ ‘
1,0,لعنه الله عليك ياضاحي ياتافه ستكون دائما تافه ومنحط
1,1,صباحيه مباركه ياعروسه  اخبارك ايه ياللي مبتنزلش من الصداره يامركز تالت ياوحش افريقيا يابتاع الخمسه ياحصاله ال…
0,0,يا قضاه ياقضاه اخطيونا من الانتخابات بركاونا من التفاهاتاخرجوا الملفاتافتحوا التحقيقاتاوقفوا العصاباتجمدوا الحساباتشمعوا العقاراتاحجزوا المسروقاتابدؤوا المحاكمات
0,0,الشخص البارد مش بيحب اللي بيحب بيبقي قلبه قايد نار دايما يامن العشق ياالاشتياف ياالغيره انما البارد دا زي اللي بيرس…
1,0,لقمه عيشنا بخطر يا نصاب ياحرامي يامفسد يانابش القبور ياحقود يازمك العهد
0,0,معاك يااهليمعاك يابيبومعاك ياكل اهلاوي جدع يهمه مصلحه الكيان معاك ياصحفي عنده ذمه وضميرمعاك ياكل لاعب يعرف قيمه التيشيرتمعاك ياجريده تحمل المصداقيه والشفافيهمعاك يااعلامي يتق الله في عملهمعاك ياكل وسليه مسموع
0,0,اللهم بلغنا رمضان  ونحن  اللهم بلغنا رمضان بلاغا ترضي به عنا وتقبله منا ياحي ياقيوم ♥️ …
1,0,كل زق ياطفايه ياسلتوح ياكلب سيرا عمك ياواطي
1,0,ماذا لو لم يخرج من المجرور كالجرذ الحقير حينها ماذا كنت ستقول ؟  عدا ذلك فانت ياضابط يامنحرف لو كنت شريفا وامثالك ما سقطت بغداد بساعات ثم كيف يستقيم الامر مره تقول ان الكورد ذبحوا بالجيش العراقي ومره تقول الكورد كانو يخافونه هه
0,0,بسم الله ما شاء الله الله اكبر عليك ياريسنا يابطل خمسه وخميسه في عين كل اللي يشوفك ومايصليش علي الن…
0,0,يا رب اختم يارب اختم يارب اختم💔🙏🏻
0,0,يا صباح الخير مدري ياصباح الخيرهالوكاد انه حظيظ الي مقابل وجهك
0,0,اللهم يامنزل الشفاء  يارافع البلا  يامجيب الدعاء يامن تعيد للمريض صحته ويا من تستجيب لليائس دعوته  اللهم اشفي سعود شفاء ليس بعده سقم
0,0,يالخرطوم ياللي عندي جمالك  جنه رضوانطول عمري ما شفت مثالك  في اي مكانانا هنا شبيت ياوطنيانا فرحان بيك ياوطنيانا هنا شبيت ياوطنيزيك ما لقيت ياوطنيفي وجودي اريدك وغيابيفي وجودي احبك وغيابييا وطني يابلد احبابييا وطني يابلد احبابي في وجودي اريدك وغيابي❤🇸🇩❤🇸🇩❤
0,0,ابتسم ياعز واضحك ياملكالمواقف بينه برجالهااشهد انه من يعاديكم هلكخيل العوجا وانا خيالها يااغلي وطن ويا اغلي ملك  سلمان الشعب والشعب سلمان
0,0,حبيب قلبي ياريجا يااخويا متحرمش علي الكلام الحلو دا ربنا يخليك يااخويا💙💙
0,0,ماهو ياتقربوا ياتبعدوا لكن جو البلوڤر نشف بس الكمام مبلوله ده مش هينفع
0,0,يا عممري ياعميد ما نقدر نتخيل الدوري بدونك ☹️💛💛 الاتحاد النصر
0,0,حزين ايو والله ان قلبي حزين وخاطري مكسورلو اضحك واتظاهر بالسعاده يابحر جده وانا يابحر يوم اصد واخفي دمعتي معذور لك الله يابحر صديت والصده هي الصده
0,0,الاصول ما بتتعلمها  يابتتربي عليها يابتفضل طول عمرك تسمع عنها
0,0,في ثلاث نظريات تحكم العمليه السياسيه في ليبيا  نظريه البونتو   نظريه يانلعب يانزبل  نظريه وحده بوحده
0,0,يا ليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته ياليتني ما شفته
0,0,يا مصدر الفرحه ياابوصلاح ياجامد بالقوي 😍
0,0,حبيبي يامحمد تسلم ياصاحبي 💙
0,0,ليه كدا ياشيخه حرام عليكي ياشيخه 😭😭
0,0,اللهم استجب لنا ياواحد يااحد يافرد ياصمد 🖤☁️
0,0,مساء الخير ياسنجل يابائس ياوحيد ياللي محدش معبرك
0,0,السلام عليك يامولاي ياصاحب العصر والزمان💚
0,0,ياقاضي الحاجات ياكاشف الكربات يامجيب الدعوات ياغافر الزلاتعافنا واعف عنا  وفرج همومناواشرح…
0,0,ربنا معاكي ويقويكي ياحبيبتي احنا مش قريبين اوي بس انا فعلا بحبك جدا جدا انتي مش متخيله كم الناس الي بتدعيلك يارب اشفيها يارب اشفها شفاء لا يغادر سقما
1,1,اذا كان تحت الاقامه الجبريه كيف يقدر يتكلم حتي ما اقدر يجيب خطاب لابناء الشعب اليمني عن قتل والديه انتم ياعيال موزه ويا حريم السلطان ياعيال اردوغان ياعيال مسعده تشنون حمله رد السفير احمد علي لانك ما امراض النفوس احمد علي مايفكر فيكم ولا
1,0,يامؤيد يابتاع المقاومه لك مشان ربك شغل مخك مره وحده بس وافتح  غوغل  واكتب بطه او حيوان او مجرم او سفاح او قاتل رح يطلع…
0,0,يا قله الحيله ويا طول بالي
0,0,اتفضل ياعلي اقعد ياعلي 😂😂مع السيسي مش هتغمض عينيك 😂😂
0,0,مرحبا كيفك شو اخبارك ياحلوه ممكن نتعرف ياعسل عل الواتساب انا من العراق وهذا رقمي ٠٧٨٠٠٦٩٣٦٨
0,0,الله يديم المحبه يانضر عيني يا حي زولك يادار العز ياحيا
0,0,الله يحفظك يامصريه يااصيله يابنت الكنانه🇪🇬🇪🇬 ويحفظ مصر واهلها ومبروك عليكم هذا العرس الوطني دمتم بال…
0,0,ياجعلك تسلم ياحبني لك
0,0,الليله ياهلي يانصف ربعي ياخديني يا مواني غربتي  ياروح داري
0,0,الست ام كلثوم قالت يالي ظلمتوا الحب وقولتوا وعبتوا عليه قولتوا عليه مش عارف ايه ياالعيب فيكم يافي حبايبكم اما الحب ياروحي عليه
0,0,يا مباراه ياقويه باذن الله تنتهي بالتعادل
1,0,اسم الله عليك ياجهبز يااذكا اخوانكلما تنجحوا وتبعتو قمر صناعي للفضاء لما تكفو نفسكم اكل وشرب وقتها بس هعرف اني برغي كتير عالفاضي
0,0,يانبع الوفا الصافي ياعشنا الدافييا نبع الوفا الصافي ياعشنا الدافيخيرج علينا ضافي ياديرتي ياكويتيا ديرتي ياكويت
0,0,قلبي ياطير مروح يامروح في الغروب ياغريب عن الصحاب وغريب عن الدروب عطشان والميه في اديا حيران مش لاقي مرسيا دور ع الناس في قلوب الناس هتلاقي الخير والخير في الناس دور ع الناسبتضحك سكه ليا وبترجع تاني بيا اتاري الغربه صعبه والخطوه هيه هيه
0,0,شوف 👇🏼👇🏼حتي العمانين يعلقون الصوره بسياراتهم 😎😎باكثر محبينك ياتميم ويا كثر حسادك 👇🏼صوره تميم المجد مسويه فيكم رعب 😂😂
0,0,تحيه سيده ديما جمالي بس بتاسف علي من يدير حمله ديما لانه حصل معي موقف استطيع القول فيه اسفي علي من يدير هذه الحمله الانتخابيه شي بحزن الالب بس ياحرام علي ديما ما عارفه مين بحبا وبريد مصلحتا ونقطه علي الصطر بس تعرف المقربين منا شو بفكرو فيا يا
0,0,صباح الخير ياارنوب ياصغنن 🌤
0,0,قدها  يا اهلي التاريخ يااهلي الكبرياء الافريقي يااهلي الانتصار المشرف يااهلي كلنا وراك
1,0,تعالي ونوريك السقوط كيف يكون ياشمه ياقات نسقط مملكتنا وعزنا عشان متخلفه مثلك باعت ابوها واخوها بالفلوس  ؟  ؟
1,0,يعني لو قولت انكم جمهوريه البلح حد هيعترض وكتاب الله المجيد الناس مهتعرض وهيفرحوا ويظقططوا كمان وهيغنولو ويغنولك ويغنولنا كلنا ويقولوا  يابلحه ياحلوه يامقمعه شرفتي برلمانتك الاربعه ومتفهمش الاربعه دي غلط واخدلي بالي سعاتك
0,0,الاخوه اللي في الهاش  هاتو فولو وخدو بالك  قربي ياانسه قربي يااستاذ الكواكب وفولورز الهبيدا …
0,0,كل حاجه منتهاها للنصيب  القدر ياياصلك ياتاصله ان كتبها الله تجي لك من قريب  وان منعها الله فلا هي حاصله
1,0,ياغبي يابجمه  الكبير بالبطولات فقط غيره الخلا
0,0,الراجل نيته كويسه ياحودا ياصاحبي ملوش لزمه الهجوم العنيف ده
0,0,مشكله قالوا ياسحر يامتخطي خزان حوش 😂
0,0,يا رب ارحمنا برحمتك يارحمن يارحيم ياعزيز ياغفور قادر علي كل شيء🙏🏻
0,0,يافي عمري ويا شمسي ويا ظلاليالعين لك منزل والقلب لك مجلاس❤️
0,0,يا صوتو ياعيونو يايضحكتو اهه
0,0,دم الشهيد بي كم ؟  ولا السؤال ممنوع ؟ الشعب يريد اسقاط النظامالشعب يريد بناء سودان جديديسقط يسقط حكم العسكريا نجيب حقهم يانموت زيهماعتصام القياده العامه لم تسقط بعد الشارع بس
0,0,الاتحاد النصر اوه يااتي ياموج البحر 💛🖤توقعاتكم للنتيجه
1,0,اقلع غماك ياتور وارفض تلف اكسر تروس الساقيه واشتم وتف قال  بس خطوه كمان  وخطوه كمان يااوصل نهايه السكه ياالبير تجف…
0,0,يا بلدي ياحبوب ابو جلابيه وتوب سروال ومركوب  وجبه وسديري وسيف وسكين ياسمح يازين
0,0,ياحبنا لك ياالصعباوي  وحشتنا خطواتك واهدافك في الملعب
0,0,الله يسعدك ويزوجك علي هالخبر الحلو ياقمر ياعسل ياقشطه ياسول ميت
0,0,ياجنه الصحبه ويابعد كل الاصحاب ياصديقه هالعمر ياملح الاصحاب ياضحكه الايام والعمر الحلو  انتي اجمل صحبه وانتي اجمل قدر💕💕…
0,0,انا كرهت حياتي  مهما حاولت اقنع نفسي ان فيها حاجات حلوه يامبتكملش يابتيجي خوازيق تاخدني في ركن ضلمه وتنزل عليا واحده واحده
0,0,يا كيف يالعبه الاقدار انسي وليفي وميلافي
0,0,نجوي يانجوي كرم ياهيك الفنان يابلاهفخامه واكابر ببساطتكينجوي كرم
0,0,اللهم ياغني ياحميد يارزاق ياكريم يارحمن الدنيا والاخره  اللهم ارزقه يسرا ليس بعده عسر  وغني ليس بعده فقر  وامنا ليس بعده خوف  وسعاده ليس بعدها شقاء  اللهم امين
0,0,يا بسمه الليل الحلو ياضحكه الوقت الحزين
0,0,في ناس اتخلقت ف الحياه عشان تدينا طاقه سلبيه وبس مبنسمعش منهم كلمه حلوه تجبر بخاطرنا لدرجه انك لما تعمل حاجه حلوه متسمعش صوتهم ولا بتشوفهم مبيظهروش وصوتهم يعلي غير ف الوحش ومش بيدونا حلول عايشين بس يكرهونا ف حياتنا وعينهم مبتجيش غير ع الوحش يااخي ياتقول كلمه حلوه ياتسكت
0,0,يا حبيبي ويا قائدي يارسول الله صلي عليك الله يانورا سري في المشرقين ففرت الظلمات
1,0,بس ياعجل ياخرتيت  انت مال اهلك بشوبير والاهلي  ؟
0,0,اللهم ياشافي يامعافي اشف سالم عويد الدلماني ورد اليه الصحه والعافيه وقر عين والديه برؤيته سالما معافا 🙏🏻دعواتكمر…
0,0,الف مبروك ياسيف ياحبيبي  وان شاء الله الفرحه الكبيره تكمل بالصعود ♥️
1,0,شن تقول انت وشن تهرس عطك مايهرس دماغك في مهراس ياخامر يابدوي تي برا من هنا ياكلب حفتر ياحقير برا
1,1,يعني نهبط عشانكم ياجحلط يامعاتيه ابو اللي علمكم كوره يبغانا نعطيه ثلاث نقاط الترشيحي خلاص لا تصيح بقي شوي صياح لكاس الملك 🤣😂
0,0,جسمي نحل واللي بقي جلد وعظوموتقول حيلك قلت ما عاد بي حيلالاقدام تعبت ياالغضي والله علوملاجيت ابا امشي يارده كنها ميلجابك لي الله وقلت ياحظ يامقسومويا ويل ويلي منك ويل علي ويلخايف تصيبك دعوه انسان مظلومدعي عليك بها مع تالي الليلالمشاعر هالليله تقول
0,0,يا رب يااخده انا ياتاخده انت ❤️
0,0,احبك يامنالي ويا ميولي يارغبتي 💙
0,0,ياضماد القلب ياالسر المخبا
0,0,احبك ياشمس النهار في قلبي وقمر الليل في عيني احبك ياحالي وكل احوالي ياسروري وكل اسباب بهجتي احبك ياطمانيتي وسبب طمانينتي احبك ياوهج طرقاتي المظلمه وضماد جراحي المعلقمه
0,0,اجمل نصيحه قبل رمضان  يارب استودعناك قبورا ضمت موتانا اللهم انرها بنور الجنه واجعلهم راضين مرضين ضاحكين مستبشرين بما هم فيه من نعيم وترف ياحي ياقيوم ياارحم الراحمين ♡
0,0,تامليا حي ياقيوم وفقني ؛ ياكريم اكرمني ؛ يارزاق ارزقني  يارحمن ارحمني ؛ ياذا الجلال والاكرام اسعدني من التوفي…
1,0,عصام الحضري بيخطي اول خطوات تعريصه للمسؤولين مبروك ياعصام ياحضري هنيالك ياعم
0,0,‌‌♡صباح الوله ياللي تعبت احتري ضيكوظلامك ذبحني وطله الصبح بيدينك الا يابعد حي والا يابعد حيك وا…
0,0,ياالغاليه ياالفارقه عن الكل يا كل الخير بحياتي  لافرق الله بين روحك وروحي🖤
0,0,قالو ياشينه قلت يازين شينه 💙
0,0,اللهم يانور السماوات والارض ياعماد السماوات والارض ياجبار السماوات والارض ياوارث السماوات والارض يامالك السماوات و…
0,0,حتي حرائقهم لوحه فنيهفينك ياحاج محمد ياعبده
1,0,دفعتك كلهم يامتجوزين يامخطوبين يامرتبطين انما انت اقول ايه جبله
0,0,انثروا القمح علي رؤوس الجبال حتي لا يقال جاع الطير في بلاد المسلمينلقد جاع المسلمون ياابا بكر ياعمر ياعثمان ياعلي…
0,0,ياشين الفلسفه يااسطوره العريجاء
0,0,خيرك ياعشيري ياعنبو الي يزعلك
1,0,تقصف في احياء سكنيه بالجراد لعنه الله عليكم فالدنيا والاخرهيا عشاق العبوديه يارعاع ياعدمي الانسانيه ومتجردي الوطنيه ⁧حفتر مجرم حرب⁩
0,0,تسلمي ياذوق يابنت الاصول يامتربيه 😂
0,0,يا رب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه يارب ما اتسفه تسقط بس
0,0,يا رهيبب يافخم يابران وش تسجيل الدخول الرهيب 😻😻
0,0,يامدللني يامداري خاطري 💜
0,0,هذي الايام ستنقضي وستفرحينوستضحكين وتسعدين وتنعمينستودعين الحزن ياروح اصبريفالله ياروحي يحب الصابرين
0,0,مصطفي يامصطفي انا بحبك يامصطفي — وانا كمان بحبنيمين   ؟
1,1,بس ياعبد البياده يامصري انت مبتمثلش المصرين الاحرار انت بتمثل سيدك السيسي
0,0,ياروح قلبي يارورو ♥️♥️♥️
0,0,استغفر الله واتوب اليهاللهم ياعظيم الرجاء ياواسع العطاءاغفر لمن لايملك الا الدعاء فانك فعال لما تشاءيا من اسمه دواء وذڪره شفاء وطاعته غني ارحم من راس ماله الرجاءيا سابغ النعم يادافع النقم يانور المستوحشين في الظلم اغفر لنا ولوالدينا ولاحبتنا ڪل ذنب اقترفناه
0,0,يا صبح عمري ياصباح التباشير💙
0,0,يا مجمل الدنيا بعيني ياماخذ كل مافيني ❤️
0,0,ايه يابكره يابتاع المذاكره مش ناوي تيجي بقي ولا ايه كده هسقط ياحبي
1,0,ما يقصرون فيكم لما يرجمونكم ويموتونكم ياقرف ياقرف تبون الناس تحترم شهوتكم وميلوكم المقرف بس انتوا ما تحترمون شي الله يقرفكم…
0,0,يامركب الهند ياابو دقلين ياليتني كنت ربانك
0,0,اللهم اغفر لي وارحمني وارضي عني وادخلني جنتك بدون حساب يارب ياكريم يارزاق ياعليم 🙏🏻💙
0,0,حضرتك قبل كده قلت انتظرو مفاجئه قريبا لجمهور الزمالك ممكن اعرفها ياكابتن او يااستاذ وممكن لو حضرتك مقلتهاليش ممكن تعرفني المفاجئه دي هتفضل مستخبيه لغايه امتي وهتظهر امتيعن التوقيت ك يوم وك تاريخ عنهم اتحدث وارجو الرد
0,0,يا عمرنا ياقلبنا انا ليا مين غيرك💖💖
0,0,انا صحابي لو شافوني ساكته يقتنعوا اني ياتعبانه يامكتئبه وبياخدوني ياكلوني 😂😂💔
0,0,ارحموهم ياناس 🤣وينك ياسعود السويلمطمنا عنك
0,0,تسلمي ياريم يارب علي كلامك الحلو زيك ده ❤️❤️❤️
1,0,احا القهاوي كلها مشغله ليفربول ياعبيد صلاح ياولاد المتناكه
0,0,سقطت ياامتي ياامه الامجاد والماضي العريق ❤️
0,0,يا بسمه مساي ياكل شي احبه ويعنيني💙
0,0,⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀ ﮼يا زاهيا يارائعا ياكاملا  قل لي بحسنك من كملك ؟ 💙
0,0,ياصباح النور والسرور ياقلب اخوك ♥️♥️
0,0,يارب انا وانت ياحب⁦❤️⁩⁦❤️⁩نورتني انت والرجاله وشرفتوني ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩
1,1,رجع قلبي يااسباني ياحقير انت
0,0,ابارك لك ياولدي يامحمد بن سلمان ال سعود عليجا يزه الشخصيه المؤثره عالميا واسال الله ان يحفظك وينصرك وان يمهلك في شبابك وان يكفيك شر كل ذي شر وان يحرسك بعينه التي لا تنام ياصقر العروبه سر ونحن من وراك وندعي لك استودعتك الله الذي لا تضيع ودايعه
0,0,حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي حاضر ياسلمي
0,0,اسالڪ ياالله يامن هو في ملڪه مقيموفي جلاله عظيموعلي عباده رحيموبڪل شيء عليم وبمن عصاه حليموبمن رجاه كريمان يڪرمڪم ويعزكمويحبڪم ويرحمڪم ويغنيڪم عمن سواهويفرج كربڪم  ويسر امركم ويوسع رزقڪم ويقضي حوائجڪم ويغفر لڪم ولوالديڪم💛
0,0,ياسلط هلي وعلي ياقمر متجلي
0,0,ليل ياليل ياليل ياليل
0,0,يا كم مروا علي ياغاليه غالينما هم باكرام بس مروا مرور اكراملان قلبي كريم وما يعرف يهين
0,0,طيب الستات ترقص عاديدول اتعودنا عليهم يااما مواطنين شرفاء يااما ستات عليها قضايا وبيرغموهم علي كدااما الستات العاد…
0,0,وانت زعلانه ليه يااماني يايعقوب  ؟ ما مايجيش عادي😌😪
0,0,ليت الاماني تدركه لا تمنيتوليت الرجاوي طوع من يرتجيهالاقول انا ياليت ياليت ياليت كود التمني جاب…
0,0,ياررب افرج همومنا ياخير المسئولين يامجيب السائلين نسالك عيشا قارا ورزقا دارا وعملا بارا
0,0,لو الناس بالصوره دي وصي عليهم وعليك وين النجاح اسي يافاهم انت ياما محتاج وصيبعدما تتحقق مطالبنا ان شاء الله ونعرف القتل اهلنا مصيرو شنو والسرق بلدنا مصيرو شنوبعدها ممكن يرقصو ويتحاضنو ويعملو امور الدنيا كلها لكن حال
0,0,كل عام وانتم بخير يااصحاب الافعال يامن اختصرتم اغلي المعاني في  عمل عيد العمال
0,0,ياسلام ياشيخنا القريحه جاهزه   حفظكم الله ورعاكم
1,0,وانت ياديخيا ياعرص دي شكل اجوان تستقبلها لا ومن مين خول برسلونه فضحتنا ربنا ياخدك
1,0,من يكذب ويدلس ويتسمي باسماء الاخرين لا يحق له الاستشهاد بالقران الكريم مش كذا يامفضوح ياتركي ياشلهوب يامزور يانصاب 🤣🤣
0,0,يا عمري عالفخامه انا 🥰🥰يارب ياكريم يالله ياقادر يامقتدر ياعظيم ان ثليجه ما تخرب علينا هالفيلم والله يسامح بريانكا بس 💔💔😭
0,0,ياجمال اليوم ياجماله💗عيد خورفكان شكرا والدنا سلطان
0,0,يا اغلي من الغالين يااعز مخلوق يا من غدي لك صك عهد ومواثيق❤️
0,0,الميري ياناس الميري ياناس 😪
0,0,انا يابحب يابشتغلفرح برضو
1,0,بقالي يومين بسمع صوت في المطبخ والبيت نايم ومش عارفه يااسلام ياابن الوسخه عايز ايه بجد ؟
1,0,للامانه كنت رادد عليك بطريقتك  بس رجعت محيتن  لشو ؟  يكسب الحمار ويجرني لمستواه بالحكي حقط يابلوك يامعلوماتيه ف يلا درمل من هون
0,0,صباح الخير ياعمان ياحنا علي حنا 😍
0,0,ياوهاب ياباسط يغالبني القلق وتغلبه رحمتك
0,0,يا فتاح ياعليم يارزاق ياكريم يافارج الهم ياكاشف الغم يامن لعبدك تغفر وترحم🕊
